FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE,SEDOL
Equities,DOW,Dow Inc.,,44.89,149433.3207449134,-796.0342626245993,6708061.768239162,
Equities,CPRT,Copart,,28.76,174568.18448381344,954.5040463875996,5020580.985754475,
Equities,CCL,Carnival,,9.06,3506.195151092042,-1475.468341976345,31766.128068893904,
Equities,AEP,American Electric Power,,84.65,21454.706710627794,5597.57316469978,1816140.9230546427,
Equities,HCA,HCA Healthcare,,215.99,21713.02201275691,-66168.8637060782,4689795.624535365,
Equities,QRVO,Qorvo,,86.08,187230.82106831504,-125186.80913104115,16116829.07756056,
Equities,MCK,McKesson,,387.68,181640.22275800828,265895.97244657,70418281.55882466,
Equities,CRL,Charles River Laboratories,,212.25,108466.62948756994,142441.30220433592,23022042.10873672,
Equities,IQV,IQVIA,,209.67,103409.92829973513,270333.97265606746,21681959.66660546,
Government Bond,NL0011819040,NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A ,NL0011819040,104.59,30788.94167990445,1493.905042100034,3220215.410301206,
Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,IT0003745541,179.28,4286.425981201502,-14.8900853876502,768470.4499098052,
Government Bond,GB00B73ZYW09,UNITED KINGDOM I/L GILT 0.25% 03/22/2052 REGS,GB00B73ZYW09,271.95,4965.641415468515,-303.1813956611671,1350406.1829366626,
Government Bond,GB00B7RN0G65,UNITED KINGDOM I/L GILT 0.125% 03/22/2044 REGS,GB00B7RN0G65,224.96,4833.47709747155,-301.6226680327243,1087339.0078472,
Government Bond,US912828B253,TSY INFL IX N/B 0.625% 01/15/2024,US912828B253,126.37,1881.349962299706,-21.00735257844372,237746.19473581383,
Government Bond,GB00BNNGP882,UNITED KINGDOM I/L GILT 0.125% 03/22/2051 REGS,GB00BNNGP882,213.42,1277.030384834024,-107.6872083812443,272543.8247312774,
Government Bond,US9128283R96,TSY INFL IX N/B 0.5% 01/15/2028 ,US9128283R96,125.57,11157.972788181956,31.149673495969953,1401106.6430120082,
Government Bond,US912810QV35,TSY INFL IX N/B 0.75% 02/15/2042,US912810QV35,154.42,8690.616840654762,-363.8974102615262,1342005.0525339085,
Government Bond,GB00BMBL1F74,UNITED KINGDOM GILT 0.625% 10/22/2050 REGS,GB00BMBL1F74,88.21,6417.398803486379,207.1656493734741,566078.7484555334,
Government Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,US912828WU04,124.36,13041.178852175164,-103.19221053800064,1621801.0020565034,
Government Bond,ES0000012C12,SPAIN I/L BOND 0.7 % 11/30/2033 144A ,ES0000012C12,130.46,5294.368724789446,4.35783118622393,690703.3438360312,
Government Bond,GB00B4PTCY75,UNITED KINGDOM I/L GILT 0.375% 03/22/2062 REGS,GB00B4PTCY75,350.37,4999.6185706438155,317.92042490757694,1751716.3585964737,
Government Bond,GB00B54QLM75,UNITED KINGDOM GILT 4% 01/22/2060 REGS,GB00B54QLM75,194.9,8413.141634789741,258.18875333910074,1639721.304620521,
Government Bond,IT0004243512,BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,IT0004243512,135.04,5605.969875109778,-87.73122147071759,757030.1719348243,
Government Bond,GB00BLH38265,UNITED KINGDOM I/L GILT 0.125% 03/22/2039 REGS,GB00BLH38265,166.81,881.722281153365,-0.1382988803671718,147080.0937191928,
Government Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,DE0001030567,121.6,6169.781590344038,16.99162826100444,750245.441385835,
Government Bond,US912810SG40,TSY INFL IX N/B 1% 02/15/2049,US912810SG40,155.75,5831.687493183192,421.91375424164966,908285.327063282,
Government Bond,US91282CCA71,TSY INFL IX N/B 0.125% 04/15/2026 ,US91282CCA71,113.89,10307.092407166592,5.030854945227866,1173874.7542522033,
Government Bond,JP1201401C92,JAPAN (20 YEAR ISSUE) 1.7 % 09/20/2032 ,JP1201401C92,116.72,5924817.017574598,-35151.6880307019,691544642.2913071,
CASH,USDCURR,CASH,,,,,116283688.98361108,
Equities,HRL,SEC-Hormel Foods,,44.66,14299.747302962556,-3358.2005427871677,638626.7145503077,
Equities,CTSH,SEC-Cognizant,,56.44,46632.497740202074,-1843.7400461652228,2631938.172457005,
Equities,MRNA,SEC-Moderna,,179.62,36696.13464671451,-14013.3116867246,6591359.705242861,
Equities,PANW,SEC-Palo Alto Networks,,139.54,38762.66794247466,-76886.83777114836,5408942.684692914,
Equities,LVS,SEC-Las Vegas Sands,,47.9,22406.72960305098,1549.7650727857786,1073282.347986142,
Equities,CB,SEC-Chubb Limited,,218.62,28176.09150349218,-7528.841012004386,6159857.124493461,
Equities,AAP,SEC-Advance Auto Parts,,144.7,3694.7946177473264,193.60709407765572,534636.7811880381,
Equities,ROL,"SEC-Rollins, Inc.",,36.18,5678.080220541158,-1121.262786854997,205432.9423791791,
Equities,DD,SEC-DuPont,,67.62,55599.98599153216,11479.907821912278,3759671.0527474047,
Equities,DGX,SEC-Quest Diagnostics,,154.18,56714.19206001325,36964.253971846614,8744194.131812843,
Equities,TFX,SEC-Teleflex,,248.55,8370.215282420873,17366.266155954105,2080417.008445708,
Equities,MGM,SEC-MGM Resorts,,33.53,79198.32373120937,30262.03527141497,2655519.79470745,
Equities,IPG,SEC-Interpublic Group of Companies (The),,32.76,69369.43020174206,-2249.3814424105303,2272542.5334090698,
Equities,STX,SEC-Seagate Technology,,51.43,35965.82125238776,-362.08399693685686,1849722.1870103024,
Equities,CPT,SEC-Camden Property Trust,,109.76,69582.72056380735,-31394.638570422983,7637399.409083495,
Equities,HPE,SEC-Hewlett Packard Enterprise,,15.71,70740.24421109159,-10823.38120161053,1111329.236556249,
Equities,NTRS,SEC-Northern Trust,,86.91,7056.478553376649,-3305.026341208617,613278.5510739646,
Equities,NTAP,SEC-NetApp,,58.72,4946.357880744689,-4155.888510373464,290450.13475732814,
Equities,KR,SEC-Kroger,,43.83,56433.36224809088,-43862.87067748759,2473474.2673338233,
Equities,VTRS,SEC-Viatris,,10.75,48841.63430403595,-450.4278756447193,525047.5687683865,
Equities,CFG,SEC-Citizens Financial Group,,37.92,39329.3637969346,-2486.3390906106915,1491369.4751797605,
Equities,ADBE,SEC-Adobe Inc.,,336.53,27866.183455279806,14826.662931075283,9377806.718205312,
Equities,CHTR,SEC-Charter Communications,,339.1,30250.53887593332,116526.12160732002,10257957.73282899,
Equities,ATO,SEC-Atmos Energy,,109.95,41542.24755616667,-28194.581664464986,4567570.118800526,
Equities,AMT,SEC-American Tower,,208.59,36194.55005949363,-71424.85381258561,7549821.196909777,
Equities,REG,SEC-Regency Centers,,61.15,4500.681448864885,-654.709979972759,275216.6705980877,
Equities,PHM,SEC-PulteGroup,,45.3,8807.108288287305,797.253292920122,398962.0054594149,
Equities,WMT,SEC-Walmart,,140.18,75139.84131689476,81657.61106880127,10533102.955802308,
Equities,SPG,SEC-Simon Property Group,,113.85,26213.82017249143,761.8198132348023,2984443.426638149,
Equities,RJF,SEC-Raymond James,,105.93,87958.75695361674,-1245.7116426635218,9317471.124096625,
Equities,RTX,SEC-RTX Corporation,,99.06,45898.347217787574,4717.149432627817,4546690.275394037,
Equities,META,SEC-Meta Platforms,,120.34,84009.27295904484,-7846.447298442674,10109675.907891456,
Equities,AJG,SEC-Arthur J. Gallagher & Co.,,187.47,2352.639158803185,-515.6140867917202,441049.2631008331,
Equities,NEM,SEC-Newmont,,46.29,68413.59559957031,-2962.8144709074786,3166865.3403041097,
Equities,LYV,SEC-Live Nation Entertainment,,69.74,84361.53930403844,-33938.726438754704,5883373.75106364,
Equities,AOS,SEC-A. O. Smith,,56.23,13502.853740800669,-3889.792670756814,759265.4658452214,
Equities,ABC,SEC-AmerisourceBergen,,164.3,91780.86628221316,1985.875664253132,15079596.330167623,
Equities,PFE,SEC-Pfizer,,49.68,69281.95567236657,-3658.623690007607,3441927.557803171,
Equities,TRV,SEC-Travelers Companies (The),,185.45,64740.86446832755,20441.004856771393,12006193.315651342,
Equities,LH,SEC-LabCorp,,200.16,80457.6212055086,93632.12470122504,16104397.460494602,
Equities,PNW,SEC-Pinnacle West,,73.57,69321.07639232374,37113.06259549924,5099951.590183257,
Equities,KMI,SEC-Kinder Morgan,,17.24,306.5205835724079,-3.4129455686765837,5284.414860788312,
Equities,PRU,SEC-Prudential Financial,,95.45,45191.35636761919,-54711.5949110154,4313514.965289252,
Equities,LIN,SEC-Linde plc,,323.79,72269.69948481915,-59394.129251433,23400205.99618959,
Equities,ALGN,SEC-Align Technology,,210.9,35612.68555806181,68956.14152912755,7510715.384195236,
Equities,WHR,SEC-Whirlpool Corporation,,136.01,2424.8251309540274,1802.2990628173056,329800.46606105723,
Government Bond,FR0013410552,SEC-FRANCE (GOVT OF) 0.1% 03/01/2029 0.0% REGS,FR0013410552,120.26,3087.0430622824106,-34.547447559795344,371247.7986700827,
Government Bond,CA135087G997,SEC-CANADIAN GOVERNMENT RRB 0.5% 12/01/2050,CA135087G997,132.01,2783.6933414112,-53.92975558380076,367475.3579996925,
Government Bond,GB00BNNGP882,SEC-UNITED KINGDOM I/L GILT 0.125% 03/22/2051 REGS,GB00BNNGP882,213.1,1465.794907305088,-326.50585303697,312360.8947467143,
Government Bond,AU000XCLWAF4,SEC-AUSTRALIAN GOVERNMENT 2% 08/21/2035 REGS,AU000XCLWAF4,155.75,2145.9206915096584,219.82143042280143,334227.14770262927,
Government Bond,GB00B128DH60,SEC-UNITED KINGDOM I/L GILT 1.25% 11/22/2027 REGS,GB00B128DH60,207.71,4704.351151259217,348.92631903772605,977140.777628052,
Government Bond,FR0000188799,SEC-FRANCE (GOVT OF) 3.15 % 07/25/2032 REGS ,FR0000188799,209.53,3037.7610533841876,-187.63807610685976,636502.0735155888,
Government Bond,DE0001030575,SEC-DEUTSCHLAND I/L BOND 0.1 % 4/15/2046 REGS,DE0001030575,181.75,3509.1645477563866,41.54374866534167,637790.6565547233,
Government Bond,US912828B253,SEC-TSY INFL IX N/B 0.625% 01/15/2024,US912828B253,126.4,1780.869020771476,-6.73770920321709,225101.8442255146,
Government Bond,SE0005703550,SEC-SWEDEN I/L BOND 1% 06/01/2025 144A ,SE0005703550,123.08,10414.188143357092,-67.50426986670391,1281778.2766843908,
Government Bond,GB00B0CNHZ09,SEC-UNITED KINGDOM I/L GILT 1.25% 11/22/2055 REGS,GB00B0CNHZ09,451.68,3009.0705143973883,-475.59540534988224,1359136.9699430123,
Government Bond,GB00B3Y1JG82,SEC-UNITED KINGDOM I/L GILT 0.125% 03/22/2029 REGS,GB00B3Y1JG82,165.47,5498.68358174483,250.77905377749377,909867.172271317,
Government Bond,IT0004735152,SEC-BUONI POLIENNALI DEL TES 3.1% 09/15/2026 144A,IT0004735152,140.54,4032.5514586949994,-128.978473548326,566734.7820049952,
Government Bond,US912810SG40,SEC-TSY INFL IX N/B 1% 02/15/2049,US912810SG40,156.24,5278.107179942259,0.0,824651.4657941785,
Government Bond,GB00BN65R313,SEC-UNITED KINGDOM GILT 3.5% 01/22/2045 REGS,GB00BN65R313,146.89,7183.266857843459,46.22320199732794,1055150.0687486257,
Government Bond,CA135087VS05,SEC-CANADIAN GOVERNMENT RRB 4.3% 12/01/2026,CA135087VS05,207.08,1761.41930525236,-99.456565334591,364754.7097316587,
Government Bond,GB00BD9MZZ71,SEC-UNITED KINGDOM I/L GILT 0.125% 11/22/2065 REGS,GB00BD9MZZ71,326.28,3126.434973128837,334.59845455847665,1020093.2030324768,
Government Bond,FR0013519253,SEC-FRANCE (GOVT OF) 0.1% 03/01/2026 0.0% 144A,FR0013519253,113.92,1869.9811502678951,107.71325584794674,213028.2526385186,
Government Bond,NL0009446418,SEC-NETHERLANDS GOVERNMENT 3.75 % 01/15/2042 144A ,NL0009446418,170.77,9245.764264951698,-88.18346732608562,1578899.1635258016,
Government Bond,CA135087K940,SEC-CANADIAN GOVERNMENT 0.5% 09/01/2025,CA135087K940,97.74,42141.30585040095,104.23644556636675,4118891.233818189,
Government Bond,AU0000XCLWV6,SEC-AUSTRALIAN GOVERNMENT 2.5% 09/20/2030 REGS,AU0000XCLWV6,161.34,2563.6301106003616,305.28457687793446,413616.0820442623,
Government Bond,DK0009923807,SEC-KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.73,96773.79006486932,-578.4807416577773,10135119.033493765,
Government Bond,US912810QF84,SEC-TSY INFL IX N/B 2.125% 02/15/2040,US912810QF84,196.36,4926.789812384174,6.273996898292013,967424.4475597563,
Government Bond,BE0000331406,SEC-BELGIUM KINGDOM 3.75% 6/22/2045 REGS,BE0000331406,163.92,13626.313003893618,214.51623575974224,2233625.2275982415,
Government Bond,JP1400131L54,SEC-JAPAN (40 YEAR ISSUE) 0.5 % 03/20/2060 ,JP1400131L54,92.59,1267605.3812179784,4503.038654415666,117367582.24697262,
CASH,USDCURR,SEC-CASH,,,,,24224921.153407827,
Equities,TAP,Molson Coors Beverage Company,,50.78,9420.939319208888,5309.811036605173,478395.2986294273,
Equities,VRSN,Verisign,,205.44,9585.897503109103,7817.224463905176,1969326.7830387345,
Equities,TDY,Teledyne Technologies,,399.91,1378.793476474597,-642.807272706779,551393.2991769561,
Equities,ADI,Analog Devices,,162.49,2965.5254839592208,2132.2855910866997,481868.2358885338,
Equities,MA,Mastercard,,346.12,449.0016446712584,-230.60053685999324,155408.44925361595,
Equities,WMB,Williams Companies,,31.95,723.528287140367,-86.0067645710188,23116.728774134725,
Equities,VFC,VF Corporation,,26.85,5302.664537882347,-3677.277860209731,142376.54284214103,
Equities,VZ,Verizon,,37.49,3543.731429110732,-225.28401830929735,132854.49127736135,
Equities,NDSN,Nordson Corporation,,235.68,4702.144088959943,1076.8279908640045,1108201.3188860794,
Equities,KR,Kroger,,43.83,3845.929899069805,1691.8010380921694,168567.10747622952,
Equities,O,Realty Income,,61.64,9328.255644425342,1145.0889496895386,574993.6779223781,
Equities,NTAP,NetApp,,58.72,1762.4278739986748,1337.653968976852,103489.76476120218,
Equities,NUE,Nucor,,130.95,7275.429891902843,-16335.809478156609,952717.5443446772,
Equities,MOS,Mosaic Company (The),,43.22,834.1201656580517,941.1638044336696,36050.67355974099,
Equities,BAC,Bank of America,,32.65,1239.2266376704176,-696.7930040794265,40460.74971993914,
Equities,DOV,Dover Corporation,,134.45,2379.3822754106595,245.34107486196035,319907.9469289631,
Equities,GD,General Dynamics,,243.86,6572.715531373729,2283.4183916079664,1602822.4094807978,
Equities,FOXA,Fox Corporation (Class A),,30.16,1634.4740544847898,-547.9742514938174,49295.73748326126,
Equities,ADSK,Autodesk,,186.87,258.44150835435744,162.76786776543904,48294.96466617878,
Equities,BXP,Boston Properties,,65.19,2997.037604311687,-2122.2104988480824,195376.88142507887,
Equities,GPN,Global Payments,,98.82,9432.14428681542,-2171.272625952606,932084.4984230996,
Equities,AES,AES Corporation,,28.16,4757.57659390327,-227.9008142684006,133973.35688431608,
Equities,BLK,BlackRock,,698.4,7648.87616029041,-2585.427314978529,5341975.110346822,
Equities,ALL,Allstate,,133.58,8706.572450516856,-2304.5587595662373,1163023.9479400418,
Equities,TRV,Travelers Companies (The),,185.45,1138.513558787038,101.81547657741524,211137.33947705617,
Equities,VRTX,Vertex Pharmaceuticals,,288.78,7097.604917006583,46793.92180109971,2049646.3479331608,
Equities,MAR,Marriott International,,147.71,32.41378294400556,-52.125640935161385,4787.8398786590615,
Equities,SNA,Snap-on,,224.19,8821.774654913177,-7552.957688691112,1977753.659884985,
Equities,CSGP,CoStar Group,,77.28,5336.921134882053,836.1176444648438,412437.26530368504,
Equities,AON,Aon,,298.48,4450.938916513593,-1979.132934730756,1328516.2478009772,
Equities,ABBV,AbbVie,,156.89,559.313810341203,22.086126457560155,87750.74370443133,
Equities,WHR,Whirlpool Corporation,,136.01,6661.496389246452,1711.4674838797805,906030.12390141,
Equities,DVA,DaVita Inc.,,74.67,781.8796779183473,24.12770117212716,58382.955550162995,
Equities,BMY,Bristol Myers Squibb,,70.18,4121.091654240252,3651.130632276909,289218.21229458094,
Equities,VTRS,Viatris,,10.75,4249.723366067485,-9.9758764461682,45684.52618522546,
Equities,WM,Waste Management,,155.47,7160.898998341101,-8799.02248280407,1113304.967272091,
Equities,ENPH,Enphase,,264.96,5324.422906697146,-27805.5654420949,1410759.0933584757,
Equities,PHM,PulteGroup,,45.3,3301.9278990878356,222.1249084995314,149577.33382867894,
Equities,MSCI,MSCI,,461.52,4470.893960145313,-11259.376362452504,2063406.9804862647,
Equities,GNRC,Generac,,100.66,5931.906560158587,939.428433018898,597105.7143455633,
Equities,TFX,Teleflex,,248.55,9481.488923896168,20754.466899449293,2356624.0720343925,
Equities,NVDA,Nvidia,,146.1,1303.9225739830215,2324.07810930335,190503.08805891947,
Equities,SO,Southern Company,,69.29,3529.8938699960568,-373.7286138268035,244586.3462520268,
Equities,TDG,TransDigm Group,,629.65,7474.710487590467,1651.5283113482824,4706451.458511338,
Equities,MCHP,Microchip Technology,,69.25,1664.1269070846308,-859.3055104685707,115240.78831561068,
Equities,BALL,Ball Corporation,,50.76,8879.665342177232,9136.275554063752,450731.81276891625,
Equities,NI,NiSource,,26.69,6703.640888552431,44.70469454764725,178920.17531546438,
Equities,AVB,AvalonBay Communities,,158.46,2268.9022820320706,-2392.2187916043627,359530.2556108019,
Equities,MPC,Marathon Petroleum,,114.35,3715.096682593888,-1590.4867411231194,424821.3056546111,
Equities,FIS,FIS,,66.65,8928.262981417543,206.79631536944063,595068.7277114793,
Equities,TEL,TE Connectivity,,113.25,1726.947121947683,2790.7062704173704,195576.7615605751,
Equities,CAT,Caterpillar Inc.,,235.96,9380.265780408085,3261.761134152329,2213367.5135450917,
Government Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,US912828WU04,124.39,12814.299020208857,81.25214786145608,1593970.6551237796,
Government Bond,ES0000012411,BONOS Y OBLIG DEL ESTADO 5.75% 07/30/2032,ES0000012411,153.82,15396.355224747653,-121.7196296968268,2368267.360670684,
Government Bond,IT0005024234,BUONI POLIENNALI DEL TES 3.5% 03/01/2030 144A,IT0005024234,120.7,21782.948300122247,1202.8689427300965,2629201.859824755,
Government Bond,GB00B3Y1JG82,UNITED KINGDOM I/L GILT 0.125% 03/22/2029 REGS,GB00B3Y1JG82,165.47,6099.802959465563,1036.672232807832,1009334.3957027666,
Government Bond,GB00BGDYHF49,UNITED KINGDOM I/L GILT 0.125% 08/10/2041 REGS,GB00BGDYHF49,187.67,4394.66476051974,41.34128535129118,824746.7356067396,
Government Bond,FR0013327491,FRANCE (GOVT OF) 0.1% 07/25/2036 0.0% 144A,FR0013327491,132.57,4423.859384581494,441.4150368179161,586471.0386139686,
Government Bond,ES00000127G9,BONOS Y OBLIG DEL ESTADO 2.2% 10/31/2025 144A,ES00000127G9,109.34,21099.403621797435,-626.8354080236594,2307008.7920073317,
Government Bond,CA135087B949,CANADIAN GOVERNMENT RRB 1.3% 12/01/2047,CA135087B949,159.08,2994.6026058402294,-47.23179917897965,476381.38253706374,
Government Bond,US912828B253,TSY INFL IX N/B 0.625% 01/15/2024,US912828B253,126.4,1815.2105540903772,22.727643570863503,229442.61403702368,
Government Bond,DE0001030559,DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,DE0001030559,136.11,6970.943678535138,245.1078197006157,948815.1440854176,
Government Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,DE0001030567,121.43,4993.9729160523675,-54.67817340774626,606418.131196239,
Government Bond,IT0004545890,BUONI POLIENNALI DEL TES 2.6% 09/15/2041 144A,IT0004545890,185.32,6355.198370217495,-172.18517751820937,1177745.361968706,
Government Bond,AT0000A1K9C8,REPUBLIC OF AUSTRIA 0.75 % 10/20/2026 144A ,AT0000A1K9C8,105.5,16099.257324225227,379.40668853883017,1698471.6477057617,
Government Bond,US912810PV44,TSY INFL IX N/B 1.75% 01/15/2028,US912810PV44,158.79,5397.996198852156,68.40147422125638,857147.8164157339,
Government Bond,GB00BN65R313,UNITED KINGDOM GILT 3.5% 01/22/2045 REGS,GB00BN65R313,146.89,10280.704033648468,52.42110635033384,1510132.6155026234,
Government Bond,CA135087K940,CANADIAN GOVERNMENT 0.5% 09/01/2025,CA135087K940,97.74,44706.54130531773,1142.2422988444273,4369617.347181755,
Government Bond,US912828Z377,TSY INFL IX N/B 0.125% 01/15/2030 ,US912828Z377,119.62,17003.024825180222,-24.56508857991232,2033901.8295880584,
Government Bond,CND100047QT4,CHINA GOVERNMENT BOND 3.0% 05/27/2031,CND100047QT4,101.61,19254.255186980685,-49.276110445527976,1956424.8695491073,
CASH,USDCURR,CASH,,,,,4151902.188436664,
Equities,POOL,X_Pool Corporation,,315.33,43165.17002935265,-2934.8848538023917,13611273.06535577,
Equities,WHR,X_Whirlpool Corporation,,127.62,105941.02222565518,6768.935736907417,13520193.256438114,
Equities,AVGO,X_Broadcom Inc.,,803.68,4233.96743317173,-136336.80568221115,3402754.9466914553,
Equities,NVR,"X_NVR, Inc.",,5554.22,44258.126333021864,-1252093.176695756,245819370.4413967,
Equities,MA,X_Mastercard,,364.49,145500.68501514214,492724.40008516493,53033544.68116916,
Equities,RJF,X_Raymond James,,89.98,51705.80011056912,59.760729160688896,4652487.8939490095,
Equities,O,X_Realty Income,,58.94,52563.902888261066,37209.992473129925,3098116.4362341072,
Equities,J,X_Jacobs Solutions,,109.38,92157.82374919987,-7942.929921343164,10080222.761687484,
Equities,SPG,X_Simon Property Group,,103.42,130431.51902221424,-107469.38623504183,13489227.697277397,
Equities,VLO,X_Valero Energy,,106.19,71125.74117788413,-101644.36871294428,7552842.455679516,
Equities,COST,X_Costco,,510.6,83494.76233732786,109678.38950484764,42632425.64943961,
Equities,K,X_Kellogg's,,66.77,140391.5889555147,-31612.92526923815,9373946.394559717,
Equities,ANET,X_Arista Networks,,166.34,38874.03701911968,-10145.734234394957,6466307.317760367,
Equities,GRMN,X_Garmin,,102.44,25503.27683059543,-3691.6296581955153,2612555.678526196,
Equities,MTB,X_M&T Bank,,119.16,123647.28581816028,-154326.2142990048,14733810.57809198,
Equities,CMG,X_Chipotle Mexican Grill,,2076.49,86474.28587098047,-67203.5789477528,179562989.86823222,
Equities,WRB,X_Berkley,,55.58,24409.391844266393,18282.836221866648,1356673.998704326,
Equities,VTRS,X_Viatris,,9.05,11911.593355991545,26.343631450787672,107799.91987172348,
Equities,MCO,X_Moody's Corporation,,316.14,85842.16254051619,-17420.2293332743,27138141.265558787,
Equities,KMI,X_Kinder Morgan,,15.85,116576.50242006467,-2016.711786063712,1847737.563358025,
Equities,ALLE,X_Allegion,,104.34,93593.56714131216,-47206.549316266086,9765552.795524511,
Equities,PPL,X_PPL Corporation,,25.97,145122.3500182196,26428.38922154325,3768827.429973163,
Equities,CFG,X_Citizens Financial Group,,25.44,76682.3590925921,23467.965594594367,1950799.215315543,
Equities,ABBV,X_AbbVie,,136.45,53943.71894685856,150026.8830846242,7360620.4502988495,
Equities,MAS,X_Masco,,48.09,114075.50842363508,14538.15556672798,5485891.200092611,
Equities,FOX,X_Fox Corporation (Class B),,29.21,149090.35305630942,30294.061749214543,4354929.212774798,
Equities,CSX,X_CSX,,30.67,55788.031115819256,-440.9694829805881,1711018.9143221767,
Equities,MKC,X_McCormick & Company,,85.34,41570.51871544556,-20531.419430700003,3547628.0671761245,
Equities,QRVO,X_Qorvo,,97.26,60795.0752698265,17029.439670013904,5912929.020743325,
Equities,HST,X_Host Hotels & Resorts,,16.45,4245.937120787442,-271.5468097371489,69845.66563695342,
Equities,CDAY,X_Ceridian,,61.85,12710.57000434036,-60.5501094215516,786148.7547684512,
Equities,SEE,X_Sealed Air,,37.66,105498.3501577982,40084.52327274027,3973067.86694268,
Equities,MNST,X_Monster Beverage,,58.62,85719.26686853073,16642.736210456602,5024863.4238332715,
Equities,LNC,X_Lincoln Financial,,20.55,156435.20102602002,5516.3749994482205,3214743.3810847113,
Equities,LOW,X_Lowe's,,200.18,114616.77563387834,115307.14284515796,22943986.146389768,
Equities,WAB,X_Wabtec,,92.49,8012.261241248744,-4433.159545011143,741054.0422030963,
Equities,EXPE,X_Expedia Group,,95.71,67227.13137187676,5686.375519680059,6434308.743602324,
Equities,SHW,X_Sherwin-Williams,,227.28,92501.74589422722,15549.86245635723,21023796.80683996,
Equities,GPC,X_Genuine Parts Company,,147.98,155446.9794889883,652178.9135374619,23003044.02478049,
Equities,HWM,X_Howmet Aerospace,,42.71,78516.19778488905,-10351.716048347298,3353426.8073926116,
Equities,VRSN,X_Verisign,,223.32,71545.4025531695,-16384.33541970404,15977519.298173811,
Equities,TGT,X_Target Corporation,,129.82,102084.7190741516,525161.7530669768,13252638.23020636,
Equities,HON,X_Honeywell,,190.56,50686.82885880048,-13412.963656065904,9658882.10733302,
Equities,DHI,X_D.R. Horton,,106.62,145860.4463588678,-43948.48289683864,15551640.790782483,
Equities,LHX,X_L3Harris,,174.78,125193.85200768012,27892.5657810912,21881381.45390233,
Equities,SJM,X_J.M. Smucker Company (The),,145.51,38521.9631040782,26262.954724388695,5605330.851274418,
Equities,CMS,X_CMS Energy,,57.51,95143.07415925484,-3894.662904703091,5471678.194898745,
Equities,ADI,X_Analog Devices,,176.84,150107.00260142848,-20619.81970122062,26544922.340036612,
Equities,CAH,X_Cardinal Health,,81.86,35638.66141268121,1326.0556512891092,2917380.823242084,
Equities,KO,X_Coca-Cola Company (The),,59.21,15914.525180787576,17499.631700690716,942299.0359544324,
Equities,OMC,X_Omnicom Group,,87.54,69818.36236675413,19560.84286420488,6111899.441585656,
Government Bond,ES0000012B39,X_BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,,108.39,24833.24909256628,257.0428289779378,2691675.8691432592,BF5F9L8
Government Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,,104.83,91053.5143747406,961.6686444307472,9545139.911904056,BJK1TG4
Government Bond,SG7U32949426,X_SINGAPORE GOVERNMENT 2.875% 09/01/2030 ,,109.3,17258.35904525459,75.50637656091925,1886338.6436463264,B61HV19
Government Bond,GB00B0CNHZ09,X_UNITED KINGDOM I/L GILT 1.25% 11/22/2055 REGS,,451.47,4084.426260347622,-61.74455708835297,1843995.9237591408,B0CNHZ0
Government Bond,IT0004513641,X_BUONI POLIENNALI DEL TES 5% 03/01/2025 144A,,115.7,35896.72315964713,677.567230317974,4153250.869571173,B66W7L1
Government Bond,GB0008932666,X_UNITED KINGDOM I/L GILT 4.125% 07/22/2030 REGS,,385.64,1481.1635403880962,-2.3003529116699832,571195.9077152654,893266
Government Bond,GB00BNNGP551,X_UNITED KINGDOM I/L GILT 0.125% 08/10/2031 REGS,,143.22,2438.312792600926,10.531585488404234,349215.1581563046,BNNGP55
Government Bond,DE0001030567,X_DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,,121.71,7208.909632683138,-256.4055004882526,877396.3913938646,BWBXZW8
Government Bond,NL0010721999,X_NETHERLANDS GOVERNMENT 2.75 % 01/15/2047 144A ,,162.83,1221.458600594843,22.381174240040817,198890.10393485823,BJZ2W85
Government Bond,SE0000556599,X_SWEDEN I/L BOND 3.5 % 12/01/2028 144A ,,192.97,8193.533239685044,62.17939298534593,1581106.1092620231,5681217
Government Bond,GB00B6460505,X_UNITED KINGDOM GILT 4.25% 12/07/2040 REGS,,152.59,13806.69689257556,-52.72599240882977,2106763.8788381047,B646050
Government Bond,FR0014001N38,X_FRANCE (GOVT OF) 0.1% 07/25/2031 0.0% 144A,,122.79,2515.2335107198924,-8.751232537049447,308845.5227812956,BN4Q1D4
