,fund_name,eom_date,financial_type,identifier,reported_price,master_price_filled,price_difference
5725,Catalysm,2023-02-28,Equities,ACGL,70.0,70.0,0.0
5726,Catalysm,2023-02-28,Equities,ACN,263.55,263.55,0.0
5727,Catalysm,2023-02-28,Equities,ACN,263.55,263.55,0.0
5728,Catalysm,2023-02-28,Equities,ADSK,198.69,198.69,0.0
5729,Catalysm,2023-02-28,Equities,ADSK,198.69,198.69,0.0
5730,Catalysm,2023-02-28,Equities,ADSK,198.69,198.69,0.0
5731,Catalysm,2023-02-28,Equities,ALGN,309.5,309.5,0.0
5732,Catalysm,2023-02-28,Equities,ALGN,309.5,309.5,0.0
5733,Catalysm,2023-02-28,Equities,ANET,138.7,138.7,0.0
5734,Catalysm,2023-02-28,Equities,ANET,138.7,138.7,0.0
5735,Catalysm,2023-02-28,Equities,APH,77.11,77.11,0.0
5736,Catalysm,2023-02-28,Equities,APH,77.11,77.11,0.0
5737,Catalysm,2023-02-28,Government Bond,AT0000A1K9C8,105.37,105.37,0.0
5738,Catalysm,2023-02-28,Government Bond,AT0000A1K9C8,105.37,105.37,0.0
5739,Catalysm,2023-02-28,Equities,ATO,111.38,111.38,0.0
5740,Catalysm,2023-02-28,Equities,ATO,111.38,111.38,0.0
5741,Catalysm,2023-02-28,Equities,ATO,111.38,111.38,0.0
5742,Catalysm,2023-02-28,Equities,BA,201.55,201.55,0.0
5743,Catalysm,2023-02-28,Equities,BA,201.55,201.55,0.0
5744,Catalysm,2023-02-28,Equities,BG,94.27,94.27,0.0
5745,Catalysm,2023-02-28,Equities,BG,94.27,94.27,0.0
5746,Catalysm,2023-02-28,Equities,BR,139.39,139.39,0.0
5747,Catalysm,2023-02-28,Equities,BR,139.39,139.39,0.0
5748,Catalysm,2023-02-28,Government Bond,CA135087G997,131.69,131.69,0.0
5749,Catalysm,2023-02-28,Government Bond,CA135087G997,131.69,131.69,0.0
5750,Catalysm,2023-02-28,Equities,CHD,83.31,83.31,0.0
5751,Catalysm,2023-02-28,Equities,CHD,83.31,83.31,0.0
5752,Catalysm,2023-02-28,Equities,CHD,83.31,83.31,0.0
5753,Catalysm,2023-02-28,Equities,COF,107.76,107.76,0.0
5754,Catalysm,2023-02-28,Equities,COF,107.76,107.76,0.0
5755,Catalysm,2023-02-28,Equities,DAL,38.26,38.26,0.0
5756,Catalysm,2023-02-28,Equities,DAL,38.26,38.26,0.0
5757,Catalysm,2023-02-28,Equities,DD,72.31,72.31,0.0
5758,Catalysm,2023-02-28,Equities,DD,72.31,72.31,0.0
5759,Catalysm,2023-02-28,Equities,DD,72.31,72.31,0.0
5760,Catalysm,2023-02-28,Government Bond,DE0001030575,181.25,181.25,0.0
5761,Catalysm,2023-02-28,Government Bond,DE0001030575,181.25,181.25,0.0
5762,Catalysm,2023-02-28,Equities,DFS,110.36,110.36,0.0
5763,Catalysm,2023-02-28,Equities,DFS,110.36,110.36,0.0
5764,Catalysm,2023-02-28,Equities,DFS,110.36,110.36,0.0
5765,Catalysm,2023-02-28,Equities,DHI,92.08,92.08,0.0
5766,Catalysm,2023-02-28,Equities,DHI,92.08,92.08,0.0
5767,Catalysm,2023-02-28,Equities,DHI,92.08,92.08,0.0
5768,Catalysm,2023-02-28,Government Bond,DK0009923807,104.66,104.66,0.0
5769,Catalysm,2023-02-28,Government Bond,DK0009923807,104.66,104.66,0.0
5770,Catalysm,2023-02-28,Government Bond,DK0009923807,104.66,104.66,0.0
5771,Catalysm,2023-02-28,Government Bond,DK0009923807,104.66,104.66,0.0
5772,Catalysm,2023-02-28,Equities,EA,110.77,110.77,0.0
5773,Catalysm,2023-02-28,Equities,EA,110.77,110.77,0.0
5774,Catalysm,2023-02-28,Equities,EPAM,307.65,307.65,0.0
5775,Catalysm,2023-02-28,Equities,EPAM,307.65,307.65,0.0
5776,Catalysm,2023-02-28,Government Bond,ES00000121S7,164.02,164.02,0.0
5777,Catalysm,2023-02-28,Government Bond,ES0000012852,124.44,124.44,0.0
5778,Catalysm,2023-02-28,Government Bond,ES0000012852,124.44,124.44,0.0
5779,Catalysm,2023-02-28,Government Bond,ES00000128C6,134.93,134.93,0.0
5780,Catalysm,2023-02-28,Government Bond,ES00000128C6,134.93,134.93,0.0
5781,Catalysm,2023-02-28,Government Bond,ES0000012932,147.15,147.15,0.0
5782,Catalysm,2023-02-28,Equities,ETR,101.84,101.84,0.0
5783,Catalysm,2023-02-28,Equities,ETR,101.84,101.84,0.0
5784,Catalysm,2023-02-28,Equities,ETSY,121.41,121.41,0.0
5785,Catalysm,2023-02-28,Equities,FE,38.73,38.73,0.0
5786,Catalysm,2023-02-28,Equities,FE,38.73,38.73,0.0
5787,Catalysm,2023-02-28,Equities,FITB,35.41,35.41,0.0
5788,Catalysm,2023-02-28,Government Bond,GB0031790826,309.07,309.07,0.0
5789,Catalysm,2023-02-28,Government Bond,GB00B128DH60,207.88,207.88,0.0
5790,Catalysm,2023-02-28,Government Bond,GB00B128DH60,207.88,207.88,0.0
5791,Catalysm,2023-02-28,Government Bond,GB00B6460505,152.6,152.6,0.0
5792,Catalysm,2023-02-28,Government Bond,GB00B6460505,152.6,152.6,0.0
5793,Catalysm,2023-02-28,Government Bond,GB00B6460505,152.6,152.6,0.0
5794,Catalysm,2023-02-28,Government Bond,GB00BD9MZZ71,326.09,326.09,0.0
5795,Catalysm,2023-02-28,Government Bond,GB00BD9MZZ71,326.09,326.09,0.0
5796,Catalysm,2023-02-28,Government Bond,GB00BD9MZZ71,326.09,326.09,0.0
5797,Catalysm,2023-02-28,Government Bond,GB00BDX8CX86,366.36,366.36,0.0
5798,Catalysm,2023-02-28,Government Bond,GB00BDX8CX86,366.36,366.36,0.0
5799,Catalysm,2023-02-28,Government Bond,GB00BNNGP551,143.23,143.23,0.0
5800,Catalysm,2023-02-28,Government Bond,GB00BNNGP551,143.23,143.23,0.0
5801,Catalysm,2023-02-28,Government Bond,GB00BYY5F144,140.07,140.07,0.0
5802,Catalysm,2023-02-28,Government Bond,GB00BYY5F144,140.07,140.07,0.0
5803,Catalysm,2023-02-28,Government Bond,GB00BZ13DV40,217.7,217.7,0.0
5804,Catalysm,2023-02-28,Government Bond,GB00BZ13DV40,217.7,217.7,0.0
5805,Catalysm,2023-02-28,Equities,GOOG,90.3,90.3,0.0
5806,Catalysm,2023-02-28,Equities,GOOG,90.3,90.3,0.0
5807,Catalysm,2023-02-28,Equities,GOOG,90.3,90.3,0.0
5808,Catalysm,2023-02-28,Equities,HUM,493.14,493.14,0.0
5809,Catalysm,2023-02-28,Equities,IDXX,473.24,473.24,0.0
5810,Catalysm,2023-02-28,Equities,IDXX,473.24,473.24,0.0
5811,Catalysm,2023-02-28,Equities,IEX,223.62,223.62,0.0
5812,Catalysm,2023-02-28,Equities,IEX,223.62,223.62,0.0
5813,Catalysm,2023-02-28,Equities,IT,327.81,327.81,0.0
5814,Catalysm,2023-02-28,Equities,IT,327.81,327.81,0.0
5815,Catalysm,2023-02-28,Government Bond,IT0003745541,179.25,179.25,0.0
5816,Catalysm,2023-02-28,Government Bond,IT0003745541,179.25,179.25,0.0
5817,Catalysm,2023-02-28,Government Bond,IT0003745541,179.25,179.25,0.0
5818,Catalysm,2023-02-28,Government Bond,IT0003745541,179.25,179.25,0.0
5819,Catalysm,2023-02-28,Equities,KMB,122.78,122.78,0.0
5820,Catalysm,2023-02-28,Equities,KMB,122.78,122.78,0.0
5821,Catalysm,2023-02-28,Equities,KR,42.66,42.66,0.0
5822,Catalysm,2023-02-28,Equities,KR,42.66,42.66,0.0
5823,Catalysm,2023-02-28,Equities,KR,42.66,42.66,0.0
5824,Catalysm,2023-02-28,Equities,KR,42.66,42.66,0.0
5825,Catalysm,2023-02-28,Equities,LMT,471.08,471.08,0.0
5826,Catalysm,2023-02-28,Equities,LMT,471.08,471.08,0.0
5827,Catalysm,2023-02-28,Equities,MA,354.22,354.22,0.0
5828,Catalysm,2023-02-28,Equities,MA,354.22,354.22,0.0
5829,Catalysm,2023-02-28,Equities,MA,354.22,354.22,0.0
5830,Catalysm,2023-02-28,Equities,MA,354.22,354.22,0.0
5831,Catalysm,2023-02-28,Equities,MA,354.22,354.22,0.0
5832,Catalysm,2023-02-28,Equities,META,174.94,174.94,0.0
5833,Catalysm,2023-02-28,Equities,META,174.94,174.94,0.0
5834,Catalysm,2023-02-28,Equities,META,174.94,174.94,0.0
5835,Catalysm,2023-02-28,Equities,MKTX,339.72,339.72,0.0
5836,Catalysm,2023-02-28,Equities,MKTX,339.72,339.72,0.0
5837,Catalysm,2023-02-28,Equities,MNST,50.88,50.88,0.0
5838,Catalysm,2023-02-28,Equities,MNST,50.88,50.88,0.0
5839,Catalysm,2023-02-28,Equities,MO,44.53,44.53,0.0
5840,Catalysm,2023-02-28,Equities,MO,44.53,44.53,0.0
5841,Catalysm,2023-02-28,Equities,MO,44.53,44.53,0.0
5842,Catalysm,2023-02-28,Equities,MOS,52.4,52.4,0.0
5843,Catalysm,2023-02-28,Equities,MOS,52.4,52.4,0.0
5844,Catalysm,2023-02-28,Equities,NEM,42.77,42.77,0.0
5845,Catalysm,2023-02-28,Equities,NEM,42.77,42.77,0.0
5846,Catalysm,2023-02-28,Equities,NEM,42.77,42.77,0.0
5847,Catalysm,2023-02-28,Government Bond,NL0012818504,106.85,106.85,0.0
5848,Catalysm,2023-02-28,Government Bond,NL0012818504,106.85,106.85,0.0
5849,Catalysm,2023-02-28,Equities,NSC,222.02,222.02,0.0
5850,Catalysm,2023-02-28,Equities,NSC,222.02,222.02,0.0
5851,Catalysm,2023-02-28,Equities,NVR,5173.62,5173.62,0.0
5852,Catalysm,2023-02-28,Equities,NVR,5173.62,5173.62,0.0
5853,Catalysm,2023-02-28,Equities,ODFL,338.83,338.83,0.0
5854,Catalysm,2023-02-28,Equities,ODFL,338.83,338.83,0.0
5855,Catalysm,2023-02-28,Equities,ODFL,338.83,338.83,0.0
5856,Catalysm,2023-02-28,Equities,ORCL,86.72,86.72,0.0
5857,Catalysm,2023-02-28,Equities,PSA,292.77,292.77,0.0
5858,Catalysm,2023-02-28,Equities,PWR,161.25,161.25,0.0
5859,Catalysm,2023-02-28,Equities,PXD,191.92,191.92,0.0
5860,Catalysm,2023-02-28,Equities,QCOM,121.93,121.93,0.0
5861,Catalysm,2023-02-28,Equities,REGN,760.42,760.42,0.0
5862,Catalysm,2023-02-28,Equities,REGN,760.42,760.42,0.0
5863,Catalysm,2023-02-28,Equities,REGN,760.42,760.42,0.0
5864,Catalysm,2023-02-28,Equities,RTX,96.82,96.82,0.0
5865,Catalysm,2023-02-28,Equities,RTX,96.82,96.82,0.0
5866,Catalysm,2023-02-28,Equities,RTX,96.82,96.82,0.0
5867,Catalysm,2023-02-28,Equities,SBAC,256.49,256.49,0.0
5868,Catalysm,2023-02-28,Government Bond,SE0013748258,124.18,124.18,0.0
5869,Catalysm,2023-02-28,Government Bond,SE0013748258,124.18,124.18,0.0
5870,Catalysm,2023-02-28,Equities,SPGI,339.55,339.55,0.0
5871,Catalysm,2023-02-28,Equities,SPGI,339.55,339.55,0.0
5872,Catalysm,2023-02-28,Equities,SRE,72.56,72.56,0.0
5873,Catalysm,2023-02-28,Equities,TEL,126.13,126.13,0.0
5874,Catalysm,2023-02-28,Equities,TEL,126.13,126.13,0.0
5875,Catalysm,2023-02-28,Equities,TEL,126.13,126.13,0.0
5876,Catalysm,2023-02-28,Equities,TGT,165.94,165.94,0.0
5877,Catalysm,2023-02-28,Equities,TGT,165.94,165.94,0.0
5878,Catalysm,2023-02-28,Equities,TJX,75.98,75.98,0.0
5879,Catalysm,2023-02-28,Equities,TJX,75.98,75.98,0.0
5880,Catalysm,2023-02-28,Equities,TJX,75.98,75.98,0.0
5881,Catalysm,2023-02-28,Equities,TJX,75.98,75.98,0.0
5882,Catalysm,2023-02-28,Equities,TJX,75.98,75.98,0.0
5883,Catalysm,2023-02-28,Equities,UDR,41.99,41.99,0.0
5884,Catalysm,2023-02-28,Equities,UDR,41.99,41.99,0.0
5885,Catalysm,2023-02-28,Government Bond,US912810FS25,161.39,161.39,0.0
5886,Catalysm,2023-02-28,Government Bond,US912810FS25,161.39,161.39,0.0
5887,Catalysm,2023-02-28,Government Bond,US912810FS25,161.39,161.39,0.0
5888,Catalysm,2023-02-28,Government Bond,US912810SB52,157.27,157.27,0.0
5889,Catalysm,2023-02-28,Government Bond,US9128287D64,121.22,121.22,0.0
5890,Catalysm,2023-02-28,Government Bond,US912828WU04,124.32,124.32,0.0
5891,Catalysm,2023-02-28,Government Bond,US912828WU04,124.32,124.32,0.0
5892,Catalysm,2023-02-28,Government Bond,US912828WU04,124.32,124.32,0.0
5893,Catalysm,2023-02-28,Equities,USB,46.4,46.4,0.0
5894,Catalysm,2023-02-28,CASH,USDCURR,,,
5895,Catalysm,2023-02-28,CASH,USDCURR,,,
5896,Catalysm,2023-02-28,CASH,USDCURR,,,
5897,Catalysm,2023-02-28,CASH,USDCURR,,,
5898,Catalysm,2023-02-28,CASH,USDCURR,,,
5899,Catalysm,2023-02-28,CASH,USDCURR,,,
5900,Catalysm,2023-02-28,CASH,USDCURR,,,
5901,Catalysm,2023-02-28,CASH,USDCURR,,,
5902,Catalysm,2023-02-28,CASH,USDCURR,,,
5903,Catalysm,2023-02-28,CASH,USDCURR,,,
5904,Catalysm,2023-02-28,Equities,WMT,140.51,140.51,0.0
5905,Catalysm,2023-02-28,Equities,WMT,140.51,140.51,0.0
5906,Catalysm,2023-02-28,Equities,WYNN,107.84,107.84,0.0
5907,Catalysm,2023-02-28,Equities,WYNN,107.84,107.84,0.0
5908,Catalysm,2023-02-28,Equities,ZTS,166.28,166.28,0.0
5909,Catalysm,2023-02-28,Equities,ZTS,166.28,166.28,0.0
5910,Catalysm,2023-02-28,Equities,ZTS,166.28,166.28,0.0
5911,Catalysm,2023-03-31,Equities,ACGL,67.87,67.87,0.0
5912,Catalysm,2023-03-31,Equities,ACGL,67.87,67.87,0.0
5913,Catalysm,2023-03-31,Equities,ACN,283.66,283.66,0.0
5914,Catalysm,2023-03-31,Equities,ACN,283.66,283.66,0.0
5915,Catalysm,2023-03-31,Equities,ADSK,208.16,208.16,0.0
5916,Catalysm,2023-03-31,Equities,ADSK,208.16,208.16,0.0
5917,Catalysm,2023-03-31,Equities,ADSK,208.16,208.16,0.0
5918,Catalysm,2023-03-31,Equities,ALGN,334.14,334.14,0.0
5919,Catalysm,2023-03-31,Equities,ALGN,334.14,334.14,0.0
5920,Catalysm,2023-03-31,Equities,ANET,167.86,167.86,0.0
5921,Catalysm,2023-03-31,Equities,ANET,167.86,167.86,0.0
5922,Catalysm,2023-03-31,Equities,APH,81.51,81.51,0.0
5923,Catalysm,2023-03-31,Equities,APH,81.51,81.51,0.0
5924,Catalysm,2023-03-31,Government Bond,AT0000A1K9C8,105.33,105.33,0.0
5925,Catalysm,2023-03-31,Government Bond,AT0000A1K9C8,105.33,105.33,0.0
5926,Catalysm,2023-03-31,Equities,ATO,110.94,110.94,0.0
5927,Catalysm,2023-03-31,Equities,ATO,110.94,110.94,0.0
5928,Catalysm,2023-03-31,Equities,ATO,110.94,110.94,0.0
5929,Catalysm,2023-03-31,Equities,BA,212.43,212.43,0.0
5930,Catalysm,2023-03-31,Equities,BA,212.43,212.43,0.0
5931,Catalysm,2023-03-31,Equities,BG,94.29,94.29,0.0
5932,Catalysm,2023-03-31,Equities,BG,94.29,94.29,0.0
5933,Catalysm,2023-03-31,Equities,BR,145.9,145.9,0.0
5934,Catalysm,2023-03-31,Equities,BR,145.9,145.9,0.0
5935,Catalysm,2023-03-31,Government Bond,CA135087G997,131.69,131.69,0.0
5936,Catalysm,2023-03-31,Government Bond,CA135087G997,131.69,131.69,0.0
5937,Catalysm,2023-03-31,Equities,CHD,87.91,87.91,0.0
5938,Catalysm,2023-03-31,Equities,CHD,87.91,87.91,0.0
5939,Catalysm,2023-03-31,Equities,CHD,87.91,87.91,0.0
5940,Catalysm,2023-03-31,Equities,COF,94.99,94.99,0.0
5941,Catalysm,2023-03-31,Equities,COF,94.99,94.99,0.0
5942,Catalysm,2023-03-31,Equities,DAL,34.85,34.85,0.0
5943,Catalysm,2023-03-31,Equities,DAL,34.85,34.85,0.0
5944,Catalysm,2023-03-31,Equities,DD,71.06,71.06,0.0
5945,Catalysm,2023-03-31,Equities,DD,71.06,71.06,0.0
5946,Catalysm,2023-03-31,Equities,DD,71.06,71.06,0.0
5947,Catalysm,2023-03-31,Government Bond,DE0001030575,181.41,181.41,0.0
5948,Catalysm,2023-03-31,Government Bond,DE0001030575,181.41,181.41,0.0
5949,Catalysm,2023-03-31,Equities,DFS,97.39,97.39,0.0
5950,Catalysm,2023-03-31,Equities,DFS,97.39,97.39,0.0
5951,Catalysm,2023-03-31,Equities,DFS,97.39,97.39,0.0
5952,Catalysm,2023-03-31,Equities,DHI,97.27,97.27,0.0
5953,Catalysm,2023-03-31,Equities,DHI,97.27,97.27,0.0
5954,Catalysm,2023-03-31,Equities,DHI,97.27,97.27,0.0
5955,Catalysm,2023-03-31,Government Bond,DK0009923807,104.56,104.56,0.0
5956,Catalysm,2023-03-31,Government Bond,DK0009923807,104.56,104.56,0.0
5957,Catalysm,2023-03-31,Government Bond,DK0009923807,104.56,104.56,0.0
5958,Catalysm,2023-03-31,Government Bond,DK0009923807,104.56,104.56,0.0
5959,Catalysm,2023-03-31,Equities,EA,120.27,120.27,0.0
5960,Catalysm,2023-03-31,Equities,EA,120.27,120.27,0.0
5961,Catalysm,2023-03-31,Equities,EPAM,299.0,299.0,0.0
5962,Catalysm,2023-03-31,Equities,EPAM,299.0,299.0,0.0
5963,Catalysm,2023-03-31,Government Bond,ES00000121S7,164.06,164.06,0.0
5964,Catalysm,2023-03-31,Government Bond,ES0000012852,124.41,124.41,0.0
5965,Catalysm,2023-03-31,Government Bond,ES0000012852,124.41,124.41,0.0
5966,Catalysm,2023-03-31,Government Bond,ES00000128C6,134.93,134.93,0.0
5967,Catalysm,2023-03-31,Government Bond,ES00000128C6,134.93,134.93,0.0
5968,Catalysm,2023-03-31,Government Bond,ES0000012932,147.19,147.19,0.0
5969,Catalysm,2023-03-31,Equities,ETR,106.66,106.66,0.0
5970,Catalysm,2023-03-31,Equities,ETR,106.66,106.66,0.0
5971,Catalysm,2023-03-31,Equities,ETSY,111.33,111.33,0.0
5972,Catalysm,2023-03-31,Equities,FE,39.24,39.24,0.0
5973,Catalysm,2023-03-31,Equities,FE,39.24,39.24,0.0
5974,Catalysm,2023-03-31,Equities,FITB,26.31,26.31,0.0
5975,Catalysm,2023-03-31,Government Bond,GB0031790826,308.48,308.48,0.0
5976,Catalysm,2023-03-31,Government Bond,GB00B128DH60,207.2,207.2,0.0
5977,Catalysm,2023-03-31,Government Bond,GB00B128DH60,207.2,207.2,0.0
5978,Catalysm,2023-03-31,Government Bond,GB00B6460505,152.38,152.38,0.0
5979,Catalysm,2023-03-31,Government Bond,GB00B6460505,152.38,152.38,0.0
5980,Catalysm,2023-03-31,Government Bond,GB00B6460505,152.38,152.38,0.0
5981,Catalysm,2023-03-31,Government Bond,GB00BD9MZZ71,325.62,325.62,0.0
5982,Catalysm,2023-03-31,Government Bond,GB00BD9MZZ71,325.62,325.62,0.0
5983,Catalysm,2023-03-31,Government Bond,GB00BD9MZZ71,325.62,325.62,0.0
5984,Catalysm,2023-03-31,Government Bond,GB00BDX8CX86,365.83,365.83,0.0
5985,Catalysm,2023-03-31,Government Bond,GB00BDX8CX86,365.83,365.83,0.0
5986,Catalysm,2023-03-31,Government Bond,GB00BNNGP551,142.96,142.96,0.0
5987,Catalysm,2023-03-31,Government Bond,GB00BNNGP551,142.96,142.96,0.0
5988,Catalysm,2023-03-31,Government Bond,GB00BYY5F144,139.66,139.66,0.0
5989,Catalysm,2023-03-31,Government Bond,GB00BYY5F144,139.66,139.66,0.0
5990,Catalysm,2023-03-31,Government Bond,GB00BZ13DV40,217.39,217.39,0.0
5991,Catalysm,2023-03-31,Government Bond,GB00BZ13DV40,217.39,217.39,0.0
5992,Catalysm,2023-03-31,Equities,GOOG,104.0,104.0,0.0
5993,Catalysm,2023-03-31,Equities,GOOG,104.0,104.0,0.0
5994,Catalysm,2023-03-31,Equities,GOOG,104.0,104.0,0.0
5995,Catalysm,2023-03-31,Equities,HUM,484.49,484.49,0.0
5996,Catalysm,2023-03-31,Equities,IDXX,500.08,500.08,0.0
5997,Catalysm,2023-03-31,Equities,IDXX,500.08,500.08,0.0
5998,Catalysm,2023-03-31,Equities,IEX,229.64,229.64,0.0
5999,Catalysm,2023-03-31,Equities,IEX,229.64,229.64,0.0
6000,Catalysm,2023-03-31,Equities,IT,325.77,325.77,0.0
6001,Catalysm,2023-03-31,Equities,IT,325.77,325.77,0.0
6002,Catalysm,2023-03-31,Government Bond,IT0003745541,179.3,179.3,0.0
6003,Catalysm,2023-03-31,Government Bond,IT0003745541,179.3,179.3,0.0
6004,Catalysm,2023-03-31,Government Bond,IT0003745541,179.3,179.3,0.0
6005,Catalysm,2023-03-31,Government Bond,IT0003745541,179.3,179.3,0.0
6006,Catalysm,2023-03-31,Equities,KMB,133.05,133.05,0.0
6007,Catalysm,2023-03-31,Equities,KMB,133.05,133.05,0.0
6008,Catalysm,2023-03-31,Equities,KR,48.82,48.82,0.0
6009,Catalysm,2023-03-31,Equities,KR,48.82,48.82,0.0
6010,Catalysm,2023-03-31,Equities,KR,48.82,48.82,0.0
6011,Catalysm,2023-03-31,Equities,KR,48.82,48.82,0.0
6012,Catalysm,2023-03-31,Equities,LMT,469.56,469.56,0.0
6013,Catalysm,2023-03-31,Equities,LMT,469.56,469.56,0.0
6014,Catalysm,2023-03-31,Equities,MA,362.32,362.32,0.0
6015,Catalysm,2023-03-31,Equities,MA,362.32,362.32,0.0
6016,Catalysm,2023-03-31,Equities,MA,362.32,362.32,0.0
6017,Catalysm,2023-03-31,Equities,MA,362.32,362.32,0.0
6018,Catalysm,2023-03-31,Equities,MA,362.32,362.32,0.0
6019,Catalysm,2023-03-31,Equities,META,211.94,211.94,0.0
6020,Catalysm,2023-03-31,Equities,META,211.94,211.94,0.0
6021,Catalysm,2023-03-31,Equities,META,211.94,211.94,0.0
6022,Catalysm,2023-03-31,Equities,MKTX,389.31,389.31,0.0
6023,Catalysm,2023-03-31,Equities,MKTX,389.31,389.31,0.0
6024,Catalysm,2023-03-31,Equities,MNST,54.01,54.01,0.0
6025,Catalysm,2023-03-31,Equities,MNST,54.01,54.01,0.0
6026,Catalysm,2023-03-31,Equities,MO,43.7,43.7,0.0
6027,Catalysm,2023-03-31,Equities,MO,43.7,43.7,0.0
6028,Catalysm,2023-03-31,Equities,MO,43.7,43.7,0.0
6029,Catalysm,2023-03-31,Equities,MOS,45.6,45.6,0.0
6030,Catalysm,2023-03-31,Equities,MOS,45.6,45.6,0.0
6031,Catalysm,2023-03-31,Equities,NEM,48.53,48.53,0.0
6032,Catalysm,2023-03-31,Equities,NEM,48.53,48.53,0.0
6033,Catalysm,2023-03-31,Equities,NEM,48.53,48.53,0.0
6034,Catalysm,2023-03-31,Government Bond,NL0012818504,106.83,106.83,0.0
6035,Catalysm,2023-03-31,Government Bond,NL0012818504,106.83,106.83,0.0
6036,Catalysm,2023-03-31,Equities,NSC,209.36,209.36,0.0
6037,Catalysm,2023-03-31,Equities,NSC,209.36,209.36,0.0
6038,Catalysm,2023-03-31,Equities,NVR,5572.19,5572.19,0.0
6039,Catalysm,2023-03-31,Equities,NVR,5572.19,5572.19,0.0
6040,Catalysm,2023-03-31,Equities,ODFL,340.41,340.41,0.0
6041,Catalysm,2023-03-31,Equities,ODFL,340.41,340.41,0.0
6042,Catalysm,2023-03-31,Equities,ODFL,340.41,340.41,0.0
6043,Catalysm,2023-03-31,Equities,ORCL,92.2,92.2,0.0
6044,Catalysm,2023-03-31,Equities,PSA,298.99,298.99,0.0
6045,Catalysm,2023-03-31,Equities,PWR,166.49,166.49,0.0
6046,Catalysm,2023-03-31,Equities,PXD,200.93,200.93,0.0
6047,Catalysm,2023-03-31,Equities,QCOM,126.7,126.7,0.0
6048,Catalysm,2023-03-31,Equities,REGN,821.67,821.67,0.0
6049,Catalysm,2023-03-31,Equities,REGN,821.67,821.67,0.0
6050,Catalysm,2023-03-31,Equities,REGN,821.67,821.67,0.0
6051,Catalysm,2023-03-31,Equities,RTX,96.66,96.66,0.0
6052,Catalysm,2023-03-31,Equities,RTX,96.66,96.66,0.0
6053,Catalysm,2023-03-31,Equities,RTX,96.66,96.66,0.0
6054,Catalysm,2023-03-31,Equities,SBAC,259.07,259.07,0.0
6055,Catalysm,2023-03-31,Government Bond,SE0013748258,123.85,123.85,0.0
6056,Catalysm,2023-03-31,Government Bond,SE0013748258,123.85,123.85,0.0
6057,Catalysm,2023-03-31,Equities,SPGI,343.1,343.1,0.0
6058,Catalysm,2023-03-31,Equities,SPGI,343.1,343.1,0.0
6059,Catalysm,2023-03-31,Equities,SRE,74.34,74.34,0.0
6060,Catalysm,2023-03-31,Equities,TEL,129.92,129.92,0.0
6061,Catalysm,2023-03-31,Equities,TEL,129.92,129.92,0.0
6062,Catalysm,2023-03-31,Equities,TEL,129.92,129.92,0.0
6063,Catalysm,2023-03-31,Equities,TGT,163.12,163.12,0.0
6064,Catalysm,2023-03-31,Equities,TGT,163.12,163.12,0.0
6065,Catalysm,2023-03-31,Equities,TJX,77.73,77.73,0.0
6066,Catalysm,2023-03-31,Equities,TJX,77.73,77.73,0.0
6067,Catalysm,2023-03-31,Equities,TJX,77.73,77.73,0.0
6068,Catalysm,2023-03-31,Equities,TJX,77.73,77.73,0.0
6069,Catalysm,2023-03-31,Equities,TJX,77.73,77.73,0.0
6070,Catalysm,2023-03-31,Equities,UDR,40.24,40.24,0.0
6071,Catalysm,2023-03-31,Equities,UDR,40.24,40.24,0.0
6072,Catalysm,2023-03-31,Government Bond,US912810FS25,161.18,161.18,0.0
6073,Catalysm,2023-03-31,Government Bond,US912810FS25,161.18,161.18,0.0
6074,Catalysm,2023-03-31,Government Bond,US912810FS25,161.18,161.18,0.0
6075,Catalysm,2023-03-31,Government Bond,US912810SB52,157.16,157.16,0.0
6076,Catalysm,2023-03-31,Government Bond,US9128287D64,121.1,121.1,0.0
6077,Catalysm,2023-03-31,Government Bond,US912828WU04,124.14,124.14,0.0
6078,Catalysm,2023-03-31,Government Bond,US912828WU04,124.14,124.14,0.0
6079,Catalysm,2023-03-31,Government Bond,US912828WU04,124.14,124.14,0.0
6080,Catalysm,2023-03-31,Equities,USB,35.51,35.51,0.0
6081,Catalysm,2023-03-31,CASH,USDCURR,,,
6082,Catalysm,2023-03-31,CASH,USDCURR,,,
6083,Catalysm,2023-03-31,CASH,USDCURR,,,
6084,Catalysm,2023-03-31,CASH,USDCURR,,,
6085,Catalysm,2023-03-31,CASH,USDCURR,,,
6086,Catalysm,2023-03-31,CASH,USDCURR,,,
6087,Catalysm,2023-03-31,CASH,USDCURR,,,
6088,Catalysm,2023-03-31,CASH,USDCURR,,,
6089,Catalysm,2023-03-31,CASH,USDCURR,,,
6090,Catalysm,2023-03-31,CASH,USDCURR,,,
6091,Catalysm,2023-03-31,Equities,WMT,146.37,146.37,0.0
6092,Catalysm,2023-03-31,Equities,WMT,146.37,146.37,0.0
6093,Catalysm,2023-03-31,Equities,WYNN,111.36,111.36,0.0
6094,Catalysm,2023-03-31,Equities,WYNN,111.36,111.36,0.0
6095,Catalysm,2023-03-31,Equities,ZTS,165.72,165.72,0.0
6096,Catalysm,2023-03-31,Equities,ZTS,165.72,165.72,0.0
6097,Catalysm,2023-03-31,Equities,ZTS,165.72,165.72,0.0
6098,Catalysm,2023-04-30,Equities,ACGL,75.07,75.07,0.0
